Analys.batch,std.batch,#,ID,Chem.ID,PG.wts,Scin.DW,Scort.DW,Tdin.DW,Tcin.DW,redo.flag,Type,Std. Conc,Scn.RT,Scn.Area,Scn.IS Area,Scn.Response,Scn.Detection Flags,Scn.Conc.,Scn.pctDev,Scort.Std. Conc,,Scort.RT,Scort.Area,Scort.IS Area,Scort.Response,Scort.Detection Flags,Scort.Conc.,Scort.pctDev,Tdin.Std. Conc,Tdin.RT,Tdin.Area,Tdin.IS Area,Tdin.Response,Tdin.Detection Flags,Tdin.Conc.,Tdin.pctDev,Tcin.Std. Conc,Tcin.RT,Tcin.Area,Tcin.IS Area,Tcin.Response,Tcin.Detection Flags,Tcin.Conc.,Tcin.pctDev
2,2,58,HS Batch 5-2,259,27.5,0.130003309,1.933509382,0.061618691,2.643479891,,Analyte,,2.67,16761,1106195,0.015,bb,0.010933,,,,5.82,642396,574386,1.118,bb,0.162604,,,10.14,30319,1106195,0.027,bb,0.005182,,,16.2,2146556,1106195,1.94,bb,0.222311,
2,2,59,HS Batch 5-2,260,21.9,0.638262192,1.436216849,0.217865616,1.548262877,,Analyte,,2.67,68135,1124924,0.061,bb,0.042746,,,,5.82,535653,787409,0.68,bb,0.096187,,,10.14,85819,1124924,0.076,bb,0.014591,,,16.2,1092190,1124924,0.971,bb,0.103691,
2,2,60,HS Batch 5-2,261,23.6,0.067353686,1.427105593,0.015948178,0.890714746,,Analyte,,2.67,7252,1081188,0.007,bb,0.004861,,,,5.8,378962,521714,0.726,bb,0.102996,,,10.14,6612,1081188,0.006,bb,0.001151,,,16.2,665446,1081188,0.615,bb,0.064284,
2,2,61,HS Batch 5-2,262,25.9,0.086118417,2.681766139,0.042535251,2.549021815,,Analyte,,2.67,9893,1049583,0.009,bb,0.006821,,,,5.82,766642,536107,1.43,bb,0.212409,,,10.14,18745,1049583,0.018,bb,0.003369,,,16.2,1872817,1049583,1.784,bb,0.201895,
2,2,62,HS Batch 5-2,263,27.8,0.766250396,1.717479281,0.312343813,2.085271942,,Analyte,,2.67,108635,1159035,0.094,bb,0.065143,,,,5.82,801108,792102,1.011,bb,0.146012,,,10.14,158550,1159035,0.137,bb,0.026554,,,16.2,1843034,1159035,1.59,bb,0.17728,
2,2,63,HS Batch 5-2,264,25.1,0.135893904,2.958750717,0.054717131,3.226630159,,Analyte,,2.67,15862,1097605,0.014,bb,0.010431,,,,5.82,805070,529925,1.519,bb,0.227109,,,10.14,24413,1097605,0.022,bb,0.0042,,,16.2,2335966,1097605,2.128,bb,0.247671,
2,2,64,HS Batch 5-2,265,26.7,0.101174045,3.63327618,0.050519663,2.892296629,,Analyte,,2.69,12881,1127196,0.011,bb,0.008261,,,,5.82,1397621,726374,1.924,bb,0.296662,,,10.14,24628,1127196,0.022,bb,0.004125,,,16.2,2303841,1127196,2.044,bb,0.23616,
2,2,65,HS Batch 5-2,266,20.4,0.120461029,3.762856324,0.065335882,3.659626912,,Analyte,,2.67,12219,1176172,0.01,bb,0.007515,,,,5.82,993264,634650,1.565,bb,0.234747,,,10.14,25391,1176172,0.022,bb,0.004076,,,16.2,2335293,1176172,1.986,bb,0.228307,
2,2,66,HS Batch 5-2,267,22.2,0.521609189,2.642793378,0.178244459,2.219637703,,Analyte,,2.69,54365,1088977,0.05,bb,0.035412,,,,5.82,617068,503633,1.225,bb,0.179419,,,10.14,69115,1088977,0.063,bb,0.012101,,,16.2,1495264,1088977,1.373,bb,0.150691,
2,2,67,HS Batch 5-2,268,28.3,1.474319364,2.843444099,0.540370389,3.956526678,,Analyte,,2.67,218427,1141405,0.191,bb,0.127594,,,,5.82,872331,534358,1.632,bb,0.246084,,,10.14,268038,1141405,0.235,bb,0.046766,,,16.18,3160309,1141405,2.769,bb,0.342415,
2,2,68,HS Batch 5-2,269,25.6,0.999278789,1.712866875,0.483385195,2.160959063,,Analyte,,2.67,128199,1128903,0.114,bb,0.078231,,,,5.82,526294,563781,0.934,bb,0.134096,,,10.14,216973,1128903,0.192,bb,0.037843,,,16.2,1721343,1128903,1.525,bb,0.169176,
2,2,69,HS Batch 5-2,270,24.9,0.052740241,1.383328193,0.023494096,1.138616627,,Analyte,,2.67,6637,1198252,0.006,bb,0.004016,,,,5.82,479153,645620,0.742,bb,0.105336,,,10.14,11387,1198252,0.01,bb,0.001789,,,16.2,982218,1198252,0.82,bb,0.086702,
2,2,72,HS Batch 5-2,271,29.6,0.254430304,1.839960507,0.091615236,1.978747703,,Analyte,,2.69,36636,1138116,0.032,bb,0.023031,,,,5.82,803214,702329,1.144,bb,0.166553,,,10.14,49733,1138116,0.044,bb,0.008293,,,16.22,1826512,1138116,1.605,bb,0.179116,
2,2,73,HS Batch 5-2,272,23.6,0.670266864,1.432869661,0.207063051,1.551088475,,Analyte,,2.67,78372,1138983,0.069,bb,0.048374,,,,5.84,342912,470268,0.729,bb,0.103412,,,10.14,88959,1138983,0.078,bb,0.014944,,,16.22,1188231,1138983,1.043,bb,0.111944,
2,2,74,HS Batch 5-2,273,29.3,0.317826143,2.76995785,0.141034096,3.729875836,,Analyte,,2.67,45127,1129438,0.04,bb,0.028478,,,,5.82,1813414,1102411,1.645,bb,0.248195,,,10.14,74805,1129438,0.066,bb,0.012637,,,16.2,3068779,1129438,2.717,bb,0.334206,
2,2,75,HS Batch 5-2,274,21.1,0.157579905,3.304978152,0.079270379,2.808914502,,Analyte,,2.67,16022,1137600,0.014,bb,0.010168,,,,5.84,879038,612487,1.435,bb,0.213257,,,10.14,30779,1137600,0.027,bb,0.005115,,,16.22,1845062,1137600,1.622,bb,0.181248,
2,2,76,HS Batch 5-2,275,20.6,0.038700291,2.190376165,0.034255631,2.495295728,,Analyte,,2.69,3701,1102223,0.003,bb,0.002438,,,,5.84,377437,393563,0.959,bb,0.137987,,,10.16,12627,1102223,0.011,bb,0.002158,,,16.22,1572750,1102223,1.427,bb,0.157196,
2,2,77,HS Batch 5-2,276,21.1,0.41443763,3.309363981,0.283095213,3.423674502,,Analyte,,2.67,43389,1157836,0.037,bb,0.026742,,,,5.84,623430,433864,1.437,bb,0.21354,,,10.14,110085,1157836,0.095,bb,0.018267,,,16.22,2234581,1157836,1.93,bb,0.220916,
2,2,78,HS Batch 5-2,277,26.1,0.295039195,2.118295977,0.120614138,1.994775172,,Analyte,,2.69,37926,1151842,0.033,bb,0.023549,,,,5.82,943449,813521,1.16,bb,0.169075,,,10.14,58334,1151842,0.051,bb,0.009627,,,16.22,1662686,1151842,1.444,bb,0.159216,
2,2,79,HS Batch 5-2,278,28.6,0.140792937,1.903723112,0.10986514,2.571283322,,Analyte,,2.67,19617,1148381,0.017,bb,0.012314,,,,5.84,468216,409521,1.143,bb,0.166503,,,10.14,58052,1148381,0.051,bb,0.009609,,,16.22,2250704,1148381,1.96,bb,0.224889,
2,2,80,HS Batch 5-2,279,21,1.017701857,0.272064,0.594672857,0.3052,,Analyte,,2.67,109141,1160458,0.094,bb,0.065357,,,,5.84,52141,408650,0.128,bb,0.017472,,,10.14,224987,1160458,0.194,bb,0.03819,,,16.22,223200,1160458,0.192,bb,0.0196,
2,2,81,HS Batch 5-2,280,27.8,0.135599137,2.346918993,0.041627806,2.086565827,,Analyte,,2.67,17449,1091699,0.016,bb,0.011528,,,,5.84,624185,462089,1.351,bb,0.199524,,,10.16,20477,1091699,0.019,bb,0.003539,,,16.2,1736922,1091699,1.591,bb,0.17739,
2,2,82,HS Batch 5-2,281,24.6,0.584652073,0.297344024,0.352442195,0.468819634,,Analyte,,2.67,70298,1127037,0.062,bb,0.043983,,,,5.84,73463,450592,0.163,bb,0.022369,,,10.14,153951,1127037,0.137,bb,0.026514,,,16.22,386743,1127037,0.343,bb,0.035269,
2,2,83,HS Batch 5-2,282,21.8,0.088515,1.4778,0.02967,0.98175,,Analyte,,2.67,9340,1146098,0.008,bb,0.005901,,,,5.84,253059,363538,0.696,bb,0.09852,,,10.14,12040,1146098,0.011,bb,0.001978,,,16.22,717717,1146098,0.626,bb,0.06545,
2,2,84,HS Batch 5-2,283,22.2,0.156797973,0.931714324,0.046501757,0.558153649,,Analyte,,2.67,17074,1157584,0.015,bb,0.010645,,,,5.84,218778,482467,0.453,bb,0.063254,,,10.16,19378,1157584,0.017,bb,0.003157,,,16.22,426162,1157584,0.368,bb,0.037893,
2,2,87,HS Batch 5-2,284,20.5,0.105628976,2.746991415,0.047821756,2.802804732,,Analyte,,2.67,10485,1145918,0.009,bb,0.006622,,,,5.84,474681,402393,1.18,bb,0.172212,,,10.14,18222,1145918,0.016,bb,0.002998,,,16.2,1807739,1145918,1.578,bb,0.175711,
2,2,88,HS Batch 5-2,285,25,0.50284752,2.42724252,0.14071464,2.01613812,,Analyte,,2.67,60067,1105963,0.054,bb,0.038444,,,,5.82,1249570,988670,1.264,bb,0.185569,,,10.14,62501,1105963,0.057,bb,0.010758,,,16.2,1550189,1105963,1.402,bb,0.154139,
2,2,89,HS Batch 5-2,286,28.6,0.500184231,2.364770245,0.201093566,2.644355245,,Analyte,,2.67,71344,1150162,0.062,bb,0.043747,,,,5.84,572146,409902,1.396,bb,0.206827,,,10.14,105379,1150162,0.092,bb,0.017588,,,16.18,2309159,1150162,2.008,bb,0.23128,
2,2,90,HS Batch 5-2,287,21.6,0.096465,4.462278333,0.053985278,3.251121806,,Analyte,,2.67,10158,1154103,0.009,bb,0.006372,,,,5.84,746669,390234,1.913,bb,0.294756,,,10.14,21811,1154103,0.019,bb,0.003566,,,16.2,2173406,1154103,1.883,bb,0.214753,
2,2,91,HS Batch 5-2,288,20.6,0.951331893,1.639555777,0.334651165,1.875265631,,Analyte,,2.67,103994,1210298,0.086,bb,0.059931,,,,5.84,298109,409297,0.728,bb,0.103287,,,10.14,132342,1210298,0.109,bb,0.021082,,,16.2,1327732,1210298,1.097,bb,0.118136,
2,2,92,HS Batch 5-2,289,26.7,0.490206067,1.696493146,0.248948652,2.001093034,,Analyte,,2.67,65890,1163979,0.057,bb,0.040026,,,,5.84,324581,337220,0.963,bb,0.138521,,,10.14,122834,1163979,0.106,bb,0.020327,,,16.2,1720029,1163979,1.478,bb,0.163392,
2,2,93,HS Batch 5-2,290,29,0.438912931,1.590843724,0.225923172,1.844595724,,Analyte,,2.67,60356,1097183,0.055,bb,0.038925,,,,5.84,321287,328088,0.979,bb,0.141084,,,10.14,114169,1097183,0.104,bb,0.020036,,,16.2,1623077,1097183,1.479,bb,0.163588,
2,2,94,HS Batch 5-2,291,23.7,0.143052152,1.6132,0.045697215,1.720958228,,Analyte,,2.67,17630,1227421,0.014,bb,0.010368,,,,5.84,364669,444820,0.82,bb,0.11692,,,10.14,21554,1227421,0.018,bb,0.003312,,,16.2,1416275,1227421,1.154,bb,0.12473,
2,2,95,HS Batch 5-2,292,25.5,1.183727176,2.032452471,0.494565059,2.912223529,,Analyte,,2.67,163844,1211285,0.135,bb,0.092309,,,,5.82,380745,348654,1.092,bb,0.158494,,,10.14,237045,1211285,0.196,bb,0.038567,,,16.18,2394066,1211285,1.976,bb,0.2271,
2,2,96,HS Batch 5-2,293,27.5,0.1140576,3.340299055,0.067136073,3.431585564,,Analyte,,2.67,15857,1193986,0.013,bb,0.009592,,,,5.82,849564,463003,1.835,bb,0.280912,,,10.14,35636,1193986,0.03,bb,0.005646,,,16.18,2885466,1193986,2.417,bb,0.288589,
2,2,97,HS Batch 5-2,294,29.5,1.83470278,2.209156576,0.813465153,3.179681492,,Analyte,,2.67,315454,1240121,0.254,bb,0.165516,,,,5.82,648420,480531,1.349,bb,0.199297,,,10.14,441387,1240121,0.356,bb,0.073386,,,16.18,2982221,1240121,2.405,bb,0.286852,
2,2,98,HS Batch 5-2,295,21.6,0.195427917,2.985797639,0.035606667,1.751539167,,Analyte,,2.67,20489,1143650,0.018,bb,0.012909,,,,5.82,483771,361951,1.337,bb,0.197227,,,10.14,14278,1143650,0.012,bb,0.002352,,,16.18,1230452,1143650,1.076,bb,0.115698,
2,2,99,HS Batch 5-2,296,26.2,0.211638893,1.756601565,0.079615763,1.982643435,,Analyte,,2.67,26231,1111486,0.024,bb,0.016957,,,,5.82,361770,370270,0.977,bb,0.140743,,,10.14,37445,1111486,0.034,bb,0.006379,,,16.18,1601127,1111486,1.441,bb,0.158854,
2,2,102,HS Batch 5-2,297,22,0.646657364,3.369616091,0.307290818,2.548177227,,Analyte,,2.67,72701,1178716,0.062,bb,0.043506,,,,5.82,922357,608111,1.517,bb,0.226702,,,10.14,126463,1178716,0.107,bb,0.020674,,,16.18,1818865,1178716,1.543,bb,0.171437,
2,2,103,HS Batch 5-2,298,28.5,0.165611158,3.295425684,0.075232947,3.431652737,,Analyte,,2.67,22121,1103121,0.02,bb,0.014434,,,,5.82,715174,382286,1.871,bb,0.287216,,,10.14,38194,1103121,0.035,bb,0.006557,,,16.18,2744331,1103121,2.488,bb,0.299089,
2,2,104,HS Batch 5-2,299,25.4,0.028734803,0.487912323,0.013865315,0.349375039,,Analyte,,2.67,3565,1159658,0.003,bb,0.002232,,,,5.82,105460,384193,0.274,bb,0.037899,,,10.16,6642,1159658,0.006,bb,0.001077,,,16.2,307563,1159658,0.265,bb,0.027138,
2,2,105,HS Batch 5-2,300,27.9,0.186272796,6.640971505,0.15042,5.631186129,,Analyte,,2.67,25674,1161582,0.022,bb,0.015893,,,,5.82,1182397,366356,3.227,bb,0.566615,,,10.14,78117,1161582,0.067,bb,0.012834,,,16.16,4100528,1161582,3.53,bb,0.480459,
2,2,106,HS Batch 5-2,301,23.7,0.143300506,3.339911772,0.076396582,3.330626076,,Analyte,,2.67,17397,1209165,0.014,bb,0.010386,,,,5.82,1108078,688814,1.609,bb,0.242067,,,10.14,35399,1209165,0.029,bb,0.005537,,,16.18,2517981,1209165,2.082,bb,0.241394,
2,2,107,HS Batch 5-2,302,27.6,0.07848,1.287218913,0.021468261,0.876442935,,Analyte,,2.67,11072,1209815,0.009,bb,0.006624,,,,5.82,569929,745564,0.764,bb,0.108646,,,10.14,11641,1209815,0.01,bb,0.001812,,,16.18,852222,1209815,0.704,bb,0.073975,
2,2,108,HS Batch 5-2,303,25.5,0.062283882,0.788429059,0.014490588,0.607450588,,Analyte,,2.67,7844,1170412,0.007,bb,0.004857,,,,5.82,98392,223073,0.441,bb,0.061483,,,10.14,7032,1170412,0.006,bb,0.00113,,,16.18,535837,1170412,0.458,bb,0.04737,
2,2,109,HS Batch 5-2,304,27.6,0.127577391,1.085711087,0.037593152,0.894380543,,Analyte,,2.67,18904,1266917,0.015,bb,0.010768,,,,5.82,169304,260740,0.649,bb,0.091638,,,10.14,21316,1266917,0.017,bb,0.003173,,,16.18,909933,1266917,0.718,bb,0.075489,
2,2,110,HS Batch 5-2,305,29.9,0.110020736,1.645072475,0.030272107,1.590794849,,Analyte,,2.67,16514,1185202,0.014,bb,0.01006,,,,5.82,309221,297336,1.04,bb,0.150421,,,10.14,17404,1185202,0.015,bb,0.002768,,,16.18,1575701,1185202,1.329,bb,0.145458,
2,2,111,HS Batch 5-2,306,28.3,0.069917915,1.493870035,0.041019435,1.82991742,,Analyte,,2.67,10031,1200324,0.008,bb,0.006051,,,,5.82,295707,327892,0.902,bb,0.129286,,,10.14,22584,1200324,0.019,bb,0.00355,,,16.18,1724315,1200324,1.437,bb,0.158369,
2,2,112,HS Batch 5-2,307,22.2,0.067093919,2.193315676,0.034379189,2.000783378,,Analyte,,2.67,8064,1283331,0.006,bb,0.004555,,,,5.82,243444,236321,1.03,bb,0.148904,,,10.14,15898,1283331,0.012,bb,0.002334,,,16.18,1602237,1283331,1.248,bb,0.135833,
2,2,113,HS Batch 5-2,308,23.4,0.235915128,3.621483077,0.072359231,2.77818641,,Analyte,,2.67,27189,1157253,0.023,bb,0.016882,,,,5.82,573418,335477,1.709,bb,0.259152,,,10.14,31695,1157253,0.027,bb,0.005178,,,16.18,2037143,1157253,1.76,bb,0.198806,
2,2,114,HS Batch 5-2,309,21.2,0.450951509,1.6881375,0.290335896,1.581230094,,Analyte,,2.67,53156,1295243,0.041,bb,0.029236,,,,5.82,508932,661128,0.77,bb,0.109445,,,10.14,126813,1295243,0.098,bb,0.018823,,,16.18,1244116,1295243,0.961,bb,0.102514,
3,1,3,HS Batch 6,310,26.9,0.058057695,5.162235948,0.077106357,3.818922379,,Analyte,,2.67,13339,1319949,0.01,bb,0.004776,,,,5.85,3425603,1319949,2.595,bb,0.424661,,,10.13,44424,1319949,0.034,bb,0.006343,,,16.17,3611669,1319949,2.736,bb,0.314156,
3,1,4,HS Batch 6,311,22.9,0.357558079,2.037666943,0.189174498,1.731300786,,Analyte,,2.67,68229,1301953,0.052,bb,0.02504,,,,5.83,1288684,1301953,0.99,bb,0.142699,,,10.13,90912,1301953,0.07,bb,0.013248,,,16.18,1546752,1301953,1.188,bb,0.121244,
3,1,5,HS Batch 6,312,25.3,0.080948656,3.113595771,0.06278917,2.253947668,,Analyte,,2.67,16568,1251016,0.013,bb,0.006263,,,,5.83,2003805,1251016,1.602,bb,0.240899,,,10.13,32294,1251016,0.026,bb,0.004858,,,16.18,2072244,1251016,1.656,bb,0.174388,
3,1,6,HS Batch 6,313,29,0.061430897,1.149247138,0.029317241,0.688977724,,Analyte,,2.67,15000,1301631,0.012,bb,0.005448,,,,5.83,936029,1301631,0.719,bb,0.101921,,,10.13,18017,1301631,0.014,bb,0.0026,,,16.18,806308,1301631,0.619,bb,0.061102,
3,1,7,HS Batch 6,314,25.8,0.85206314,3.37246,0.430169767,3.380343488,,Analyte,,2.67,181193,1318234,0.137,bb,0.067227,,,,5.84,2306366,1318234,1.75,bb,0.266084,,,10.13,231161,1318234,0.175,bb,0.03394,,,16.17,3156345,1318234,2.394,bb,0.266706,
3,1,8,HS Batch 6,316,20.9,0.132098612,3.303936029,0.101104019,2.990907847,,Analyte,,2.67,23510,1318494,0.018,bb,0.008443,,,,5.85,1875467,1318494,1.422,bb,0.211169,,,10.13,45201,1318494,0.034,bb,0.006462,,,16.18,2370238,1318494,1.798,bb,0.191162,
3,1,9,HS Batch 6,317,20.6,0.03466835,2.990145146,0.05512966,3.286381748,,Analyte,,2.67,6289,1359002,0.005,bb,0.002184,,,,5.85,1741456,1359002,1.281,bb,0.18837,,,10.13,25110,1359002,0.018,bb,0.003473,,,16.18,2620669,1359002,1.928,bb,0.207032,
3,1,10,HS Batch 6,318,25.5,0.059308824,1.603415647,0.048370353,1.380812,,Analyte,,2.67,14570,1488751,0.01,bb,0.004625,,,,5.85,1300814,1488751,0.874,bb,0.125037,,,10.13,29869,1488751,0.02,bb,0.003772,,,16.2,1583044,1488751,1.063,bb,0.107678,
3,1,13,HS Batch 6,319,26.1,0.464978966,0.984332644,0.290428621,0.625434483,,Analyte,,2.67,107089,1387873,0.077,bb,0.037113,,,,5.85,776797,1387873,0.56,bb,0.078566,,,10.13,167966,1387873,0.121,bb,0.023181,,,16.2,706768,1387873,0.509,bb,0.04992,
3,1,14,HS Batch 6,320,22.7,1.093130749,0.947867841,0.671041454,1.061194229,,Analyte,,2.67,213663,1383845,0.154,bb,0.075884,,,,5.85,652091,1383845,0.471,bb,0.0658,,,10.13,328958,1383845,0.238,bb,0.046583,,,16.2,1026290,1383845,0.742,bb,0.073667,
3,1,15,HS Batch 6,321,21.2,0.154199009,2.091165,0.088583066,2.112065236,,Analyte,,2.67,29540,1400382,0.021,bb,0.009997,,,,5.85,1320856,1400382,0.943,bb,0.135574,,,10.13,42698,1400382,0.03,bb,0.005743,,,16.2,1861938,1400382,1.33,bb,0.136929,
3,1,16,HS Batch 6,322,24.5,0.41250049,1.424371959,0.219890816,0.70649351,,Analyte,,2.69,90818,1408585,0.064,bb,0.030906,,,,5.85,1058508,1408585,0.751,bb,0.106719,,,10.13,121944,1408585,0.087,bb,0.016475,,,16.2,759342,1408585,0.539,bb,0.052933,
3,1,17,HS Batch 6,323,23.8,0.194111597,3.269917563,0.153195378,2.594690042,,Analyte,,2.67,40111,1348540,0.03,bb,0.014128,,,,5.86,2136687,1348540,1.584,bb,0.237994,,,10.13,79415,1348540,0.059,bb,0.01115,,,16.2,2398239,1348540,1.778,bb,0.188849,
3,1,18,HS Batch 6,324,26.9,0.203347807,3.623488216,0.150736059,4.566038364,,Analyte,,2.67,47385,1347344,0.035,bb,0.016728,,,,5.86,2603150,1347344,1.932,bb,0.298079,,,10.13,88132,1347344,0.065,bb,0.0124,,,16.19,4232293,1347344,3.141,bb,0.375616,
1,1,25,HS Batch 1,ctrl-1,,,,,,,Control,,2.67,16876,539990,0.031,bb,0.01485,,,,5.84,1340639,539990,2.483,bb,0.401858,,,10.09,35314,539990,0.065,bb,0.012397,,,16.12,1601693,539990,2.966,bb,0.34825,
1,1,26,HS Batch 1,ctrl-1,,,,,,,Control,,2.67,21681,563466,0.038,bb,0.018318,,,,5.82,1548921,563466,2.749,bb,0.456844,,,10.09,39123,563466,0.069,bb,0.013172,,,16.12,1818244,563466,3.227,bb,0.389515,
1,1,39,HS Batch 1,ctrl-1,,,,,,,Control,,2.67,22393,604580,0.037,bb,0.017626,,,,5.83,1460375,604580,2.416,bb,0.38853,,,10.11,38415,604580,0.064,bb,0.012041,,,16.13,1752574,604580,2.899,bb,0.338064,
1,1,40,HS Batch 1,ctrl-1,,,,,,,Control,,2.67,26463,590663,0.045,bb,0.021364,,,,5.83,1734672,590663,2.937,bb,0.498051,,,10.11,43951,590663,0.074,bb,0.014129,,,16.11,1985757,590663,3.362,bb,0.412177,
1,1,54,HS Batch 1,ctrl-1,,,,,,,Control,,2.65,20242,606767,0.033,bb,0.015861,,,,5.81,1600489,606767,2.638,bb,0.433431,,,10.08,38017,606767,0.063,bb,0.011871,,,16.11,1873359,606767,3.087,bb,0.367068,
1,1,55,HS Batch 1,ctrl-1,,,,,,,Control,,2.67,26416,645452,0.041,bb,0.019496,,,,5.81,1833788,645452,2.841,bb,0.476785,,,10.08,47336,645452,0.073,bb,0.013923,,,16.11,2111918,645452,3.272,bb,0.396978,
1,1,69,HS Batch 1,ctrl-1,,,,,,,Control,,2.67,23596,684560,0.034,bb,0.016392,,,,5.81,1701686,684560,2.486,bb,0.402478,,,10.08,36074,684560,0.053,bb,0.009966,,,16.09,1960912,684560,2.864,bb,0.332934,
1,1,70,HS Batch 1,ctrl-1,,,,,,,Control,,2.65,26863,673395,0.04,bb,0.018998,,,,5.81,1888173,673395,2.804,bb,0.468692,,,10.08,47548,673395,0.071,bb,0.013398,,,16.07,2167254,673395,3.218,bb,0.388121,
1,1,73,HS Batch 2,ctrl-2,,,,,,,Control,,2.69,91983,1036252,0.089,bb,0.04283,,,,5.87,2223451,1036252,2.146,bb,0.336945,,,10.18,92862,1036252,0.09,bb,0.017064,,,16.26,2539859,1036252,2.451,bb,0.274329,
1,1,74,HS Batch 2,ctrl-2,,,,,,,Control,,2.69,81267,1071014,0.076,bb,0.036484,,,,5.85,2305874,1071014,2.153,bb,0.338306,,,10.13,95287,1071014,0.089,bb,0.016939,,,16.18,2625324,1071014,2.451,bb,0.274362,
1,1,88,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,73790,1065988,0.069,bb,0.033224,,,,5.81,2342472,1065988,2.197,bb,0.34662,,,10.06,92718,1065988,0.087,bb,0.016554,,,16.05,2593064,1065988,2.433,bb,0.271834,
1,1,89,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,82832,1058872,0.078,bb,0.037637,,,,5.81,2416616,1058872,2.282,bb,0.362684,,,10.06,104211,1058872,0.098,bb,0.018771,,,16.05,2714517,1058872,2.564,bb,0.289754,
1,1,103,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,76408,1078342,0.071,bb,0.034024,,,,5.79,2327372,1078342,2.158,bb,0.339293,,,10.06,94231,1078342,0.087,bb,0.016632,,,16.02,2603704,1078342,2.415,bb,0.269411,
1,1,104,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,84534,1062909,0.08,bb,0.038278,,,,5.79,2462039,1062909,2.316,bb,0.369219,,,10.06,102916,1062909,0.097,bb,0.018462,,,16.02,2702087,1062909,2.542,bb,0.286789,
1,1,118,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,100696,1060946,0.095,bb,0.045872,,,,5.8,2361941,1060946,2.226,bb,0.352043,,,10.02,97696,1060946,0.092,bb,0.017542,,,15.95,2553013,1060946,2.406,bb,0.268312,
1,1,119,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,98396,1075640,0.091,bb,0.044171,,,,5.78,2487391,1075640,2.312,bb,0.368479,,,10.02,102044,1075640,0.095,bb,0.018082,,,15.94,2584196,1075640,2.402,bb,0.267791,
1,1,133,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,84553,1056887,0.08,bb,0.03851,,,,5.78,2383091,1056887,2.255,bb,0.357455,,,10.02,98518,1056887,0.093,bb,0.017761,,,15.95,2598234,1056887,2.458,bb,0.275329,
1,1,134,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,104098,1083476,0.096,bb,0.046451,,,,5.78,2544971,1083476,2.349,bb,0.375513,,,10.02,109443,1083476,0.101,bb,0.019275,,,15.95,2706179,1083476,2.498,bb,0.280679,
1,1,148,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,88475,1096146,0.081,bb,0.03886,,,,5.78,2439523,1096146,2.226,bb,0.351909,,,10.02,100514,1096146,0.092,bb,0.017467,,,15.94,2586300,1096146,2.359,bb,0.262049,
1,1,149,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,96909,1113284,0.087,bb,0.041981,,,,5.78,2494433,1113284,2.241,bb,0.354758,,,10.02,101366,1113284,0.091,bb,0.017342,,,15.92,2742965,1113284,2.464,bb,0.27607,
1,1,163,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,82599,1081465,0.076,bb,0.036729,,,,5.8,2443571,1081465,2.26,bb,0.358345,,,10.04,93864,1081465,0.087,bb,0.016518,,,16.01,2695988,1081465,2.493,bb,0.280027,
1,1,164,HS Batch 2,ctrl-2,,,,,,,Control,,2.65,82951,1147802,0.072,bb,0.034715,,,,5.8,2638396,1147802,2.299,bb,0.365823,,,10.04,115398,1147802,0.101,bb,0.019183,,,16.01,2891999,1147802,2.52,bb,0.283683,
1,1,167,HS Batch 3,ctrl-3,,,,,,,Control,,2.67,43123,1175040,0.037,bb,0.017463,,,,5.82,2729508,1175040,2.323,bb,0.370488,,,10.07,76656,1175040,0.065,bb,0.012366,,,16.05,2989665,1175040,2.544,bb,0.287086,
1,1,168,HS Batch 3,ctrl-3,,,,,,,Control,,2.67,46882,1228881,0.038,bb,0.01816,,,,5.82,2962486,1228881,2.411,bb,0.387586,,,10.07,83734,1228881,0.068,bb,0.012923,,,16.05,3140292,1228881,2.555,bb,0.28862,
1,1,182,HS Batch 3,ctrl-3,,,,,,,Control,,2.65,47932,1257941,0.038,bb,0.018138,,,,5.8,3019690,1257941,2.401,bb,0.385579,,,10.04,81761,1257941,0.065,bb,0.01232,,,16.01,3161907,1257941,2.514,bb,0.282854,
1,1,183,HS Batch 3,ctrl-3,,,,,,,Control,,2.65,52508,1252975,0.042,bb,0.019968,,,,5.8,3095243,1252975,2.47,bb,0.399384,,,10.04,84208,1252975,0.067,bb,0.012744,,,16.01,3264056,1252975,2.605,bb,0.295528,
1,1,195,HS Batch 3,ctrl-3,,,,,,,Control,,2.65,45642,1202679,0.038,bb,0.018064,,,,5.8,2997307,1202679,2.492,bb,0.403756,,,10.04,85000,1202679,0.071,bb,0.013411,,,15.99,3256613,1202679,2.708,bb,0.310073,
1,1,196,HS Batch 3,ctrl-3,,,,,,,Control,,2.65,64123,1301306,0.049,bb,0.023525,,,,5.8,2949029,1301306,2.266,bb,0.359621,,,10.04,82095,1301306,0.063,bb,0.011954,,,15.99,3189080,1301306,2.451,bb,0.274285,
